"";"x";"governance_index";"innovation_index";"leadership_index";"citizenship_index";"performance_index";"productsservices_index";"workplace_index"
"4740";4740;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4741";4741;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4742";4742;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4743";4743;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4744";4744;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4745";4745;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4746";4746;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4747";4747;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4748";4748;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4749";4749;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4750";4750;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4751";4751;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4752";4752;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4753";4753;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4754";4754;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4755";4755;2,51;3,91;3,97;3,41;4,02;3,16;NA
"4756";4756;2,51;3,91;3,97;3,4;4,02;3,16;NA
"4757";4757;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4758";4758;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4759";4759;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4760";4760;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4761";4761;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4762";4762;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4763";4763;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4764";4764;2,51;3,91;3,97;3,4;4,03;3,16;NA
"4765";4765;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4766";4766;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4767";4767;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4768";4768;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4769";4769;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4770";4770;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4771";4771;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4772";4772;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4773";4773;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4774";4774;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4775";4775;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4776";4776;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4777";4777;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4778";4778;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4779";4779;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4780";4780;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4781";4781;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4782";4782;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4783";4783;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4784";4784;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4785";4785;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4786";4786;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4787";4787;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4788";4788;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4789";4789;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4790";4790;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4791";4791;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4792";4792;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4793";4793;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4794";4794;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4795";4795;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4796";4796;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4797";4797;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4798";4798;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4799";4799;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4800";4800;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4801";4801;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4802";4802;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4803";4803;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4804";4804;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4805";4805;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4806";4806;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4807";4807;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4808";4808;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4809";4809;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4810";4810;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4811";4811;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4812";4812;2,52;3,91;3,97;3,41;4,03;3,17;NA
"4813";4813;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4814";4814;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4815";4815;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4816";4816;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4817";4817;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4818";4818;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4819";4819;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4820";4820;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4821";4821;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4822";4822;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4823";4823;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4824";4824;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4825";4825;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4826";4826;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4827";4827;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4828";4828;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4829";4829;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4830";4830;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4831";4831;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4832";4832;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4833";4833;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4834";4834;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4835";4835;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4836";4836;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4837";4837;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4838";4838;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4839";4839;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4840";4840;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4841";4841;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4842";4842;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4843";4843;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4844";4844;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4845";4845;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4846";4846;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4847";4847;2,52;3,91;3,97;3,4;4,03;3,16;NA
"4848";4848;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4849";4849;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4850";4850;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4851";4851;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4852";4852;2,52;3,91;3,97;3,4;4,03;3,17;NA
"4853";4853;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4854";4854;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4855";4855;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4856";4856;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4857";4857;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4858";4858;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4859";4859;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4860";4860;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4861";4861;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4862";4862;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4863";4863;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4864";4864;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4865";4865;2,52;3,91;3,97;3,39;4,03;3,17;NA
"4866";4866;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4867";4867;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4868";4868;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4869";4869;2,52;3,91;3,97;3,37;4,03;3,17;NA
"4870";4870;2,52;3,91;3,97;3,37;4,03;3,17;NA
"4871";4871;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4872";4872;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4873";4873;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4874";4874;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4875";4875;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4876";4876;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4877";4877;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4878";4878;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4879";4879;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4880";4880;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4881";4881;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4882";4882;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4883";4883;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4884";4884;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4885";4885;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4886";4886;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4887";4887;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4888";4888;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4889";4889;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4890";4890;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4891";4891;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4892";4892;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4893";4893;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4894";4894;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4895";4895;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4896";4896;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4897";4897;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4898";4898;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4899";4899;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4900";4900;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4901";4901;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4902";4902;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4903";4903;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4904";4904;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4905";4905;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4906";4906;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4907";4907;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4908";4908;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4909";4909;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4910";4910;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4911";4911;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4912";4912;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4913";4913;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4914";4914;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4915";4915;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4916";4916;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4917";4917;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4918";4918;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4919";4919;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4920";4920;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4921";4921;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4922";4922;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4923";4923;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4924";4924;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4925";4925;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4926";4926;2,52;3,91;3,97;3,38;4,03;3,17;NA
"4927";4927;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4928";4928;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4929";4929;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4930";4930;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4931";4931;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4932";4932;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4933";4933;2,53;3,91;3,97;3,38;4,03;3,17;NA
"4934";4934;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4935";4935;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4936";4936;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4937";4937;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4938";4938;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4939";4939;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4940";4940;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4941";4941;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4942";4942;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4943";4943;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4944";4944;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4945";4945;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4946";4946;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4947";4947;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4948";4948;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4949";4949;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4950";4950;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4951";4951;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4952";4952;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4953";4953;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4954";4954;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4955";4955;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4956";4956;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4957";4957;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4958";4958;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4959";4959;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4960";4960;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4961";4961;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4962";4962;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4963";4963;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4964";4964;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4965";4965;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4966";4966;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4967";4967;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4968";4968;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4969";4969;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4970";4970;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4971";4971;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4972";4972;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4973";4973;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4974";4974;2,53;3,91;3,97;3,37;4,02;3,17;NA
"4975";4975;2,53;3,91;3,97;3,38;4,02;3,17;NA
"4976";4976;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4977";4977;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4978";4978;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4979";4979;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4980";4980;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4981";4981;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4982";4982;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4983";4983;2,53;3,9;3,97;3,37;4,02;3,17;NA
"4984";4984;2,53;3,9;3,97;3,37;4,02;3,17;NA
"4985";4985;2,53;3,9;3,97;3,37;4,02;3,17;NA
"4986";4986;2,53;3,9;3,97;3,37;4,02;3,17;NA
"4987";4987;2,53;3,9;3,97;3,37;4,02;3,17;NA
"4988";4988;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4989";4989;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4990";4990;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4991";4991;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4992";4992;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4993";4993;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4994";4994;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4995";4995;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4996";4996;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4997";4997;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4998";4998;2,53;3,9;3,97;3,38;4,02;3,17;NA
"4999";4999;2,53;3,9;3,97;3,38;4,02;3,17;NA
"5000";5000;2,53;3,9;3,97;3,38;4,02;3,17;NA
"5001";5001;2,53;3,9;3,97;3,38;4,02;3,17;NA
"5002";5002;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5003";5003;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5004";5004;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5005";5005;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5006";5006;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5007";5007;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5008";5008;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5009";5009;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5010";5010;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5011";5011;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5012";5012;2,54;3,9;3,97;3,38;4,02;3,17;NA
"5013";5013;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5014";5014;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5015";5015;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5016";5016;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5017";5017;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5018";5018;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5019";5019;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5020";5020;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5021";5021;2,54;3,9;3,97;3,37;4,02;3,17;NA
"5022";5022;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5023";5023;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5024";5024;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5025";5025;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5026";5026;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5027";5027;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5028";5028;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5029";5029;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5030";5030;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5031";5031;2,54;3,9;3,97;3,36;4,02;3,17;NA
"5032";5032;2,54;3,9;3,97;3,36;4;3,17;NA
"5033";5033;2,54;3,9;3,97;3,36;4;3,17;NA
"5034";5034;2,54;3,9;3,97;3,36;4;3,17;NA
"5035";5035;2,54;3,9;3,97;3,36;4;3,17;NA
"5036";5036;2,54;3,9;3,97;3,36;4;3,17;NA
"5037";5037;2,54;3,9;3,97;3,36;4;3,17;NA
"5038";5038;2,54;3,9;3,97;3,36;4;3,17;NA
"5039";5039;2,54;3,9;3,97;3,36;4;3,17;NA
"5040";5040;2,54;3,9;3,97;3,36;4;3,17;NA
"5041";5041;2,54;3,9;3,97;3,36;4;3,17;NA
"5042";5042;2,54;3,9;3,97;3,36;4;3,17;NA
"5043";5043;2,54;3,9;3,97;3,36;4;3,17;NA
"5044";5044;2,54;3,9;3,97;3,36;4;3,17;NA
"5045";5045;2,54;3,9;3,97;3,36;4;3,17;NA
"5046";5046;2,54;3,9;3,97;3,36;4;3,17;NA
"5047";5047;2,54;3,9;3,97;3,36;4;3,17;NA
"5048";5048;2,54;3,9;3,97;3,36;4;3,17;NA
"5049";5049;2,54;3,9;3,97;3,36;4;3,17;NA
"5050";5050;2,54;3,9;3,97;3,36;4;3,17;NA
"5051";5051;2,55;3,9;3,97;3,36;4;3,17;NA
"5052";5052;2,55;3,9;3,97;3,36;4;3,17;NA
"5053";5053;2,55;3,9;3,97;3,36;4;3,17;NA
"5054";5054;2,55;3,9;3,97;3,36;4;3,17;NA
"5055";5055;2,55;3,9;3,97;3,36;4;3,17;NA
"5056";5056;2,55;3,9;3,97;3,37;4;3,17;NA
"5057";5057;2,55;3,9;3,97;3,37;4;3,17;NA
"5058";5058;2,55;3,9;3,97;3,37;4;3,17;NA
"5059";5059;2,55;3,9;3,97;3,37;4;3,17;NA
"5060";5060;2,55;3,9;3,97;3,37;4;3,17;NA
"5061";5061;2,55;3,9;3,97;3,37;4;3,17;NA
"5062";5062;2,55;3,91;3,97;3,37;4;3,17;NA
"5063";5063;2,55;3,92;3,97;3,37;4;3,17;NA
"5064";5064;2,55;3,93;3,97;3,37;4;3,17;NA
"5065";5065;2,55;3,93;3,97;3,37;4;3,17;NA
"5066";5066;2,55;3,93;3,97;3,37;4;3,17;NA
"5067";5067;2,55;3,93;3,97;3,37;4;3,17;NA
"5068";5068;2,55;3,93;3,97;3,37;4;3,17;NA
"5069";5069;2,55;3,93;3,97;3,37;4;3,17;NA
"5070";5070;2,55;3,93;3,97;3,37;4;3,17;NA
"5071";5071;2,55;3,93;3,97;3,37;4;3,17;NA
"5072";5072;2,55;3,93;3,97;3,37;4;3,17;NA
"5073";5073;2,55;3,93;3,97;3,37;4;3,17;NA
"5074";5074;2,55;3,93;3,97;3,37;4;3,17;NA
"5075";5075;2,55;3,93;3,97;3,37;4;3,17;NA
"5076";5076;2,55;3,93;3,97;3,37;4;3,17;NA
"5077";5077;2,55;3,93;3,97;3,37;4;3,17;NA
"5078";5078;2,55;3,93;3,97;3,37;4;3,17;NA
"5079";5079;2,55;3,93;3,97;3,37;4;3,17;NA
"5080";5080;2,55;3,93;3,97;3,37;4;3,17;NA
"5081";5081;2,55;3,93;3,97;3,37;4;3,17;NA
"5082";5082;2,55;3,93;3,97;3,37;4;3,17;NA
"5083";5083;2,55;3,93;3,97;3,37;4;3,17;NA
"5084";5084;2,55;3,93;3,97;3,37;4;3,17;NA
"5085";5085;2,55;3,93;3,97;3,37;4;3,17;NA
"5086";5086;2,55;3,93;3,97;3,37;4;3,17;NA
"5087";5087;2,55;3,93;3,97;3,37;4;3,17;NA
"5088";5088;2,55;3,93;3,97;3,37;4;3,17;NA
"5089";5089;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5090";5090;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5091";5091;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5092";5092;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5093";5093;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5094";5094;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5095";5095;2,55;3,93;3,97;3,37;3,98;3,17;NA
"5096";5096;2,55;3,93;3,97;3,37;3,98;3,18;NA
"5097";5097;2,55;3,93;3,97;3,37;3,98;3,18;NA
"5098";5098;2,55;3,93;3,97;3,37;3,98;3,19;NA
"5099";5099;2,55;3,93;3,97;3,37;3,98;3,19;NA
"5100";5100;2,55;3,93;3,97;3,37;3,98;3,19;NA
"5101";5101;2,55;3,93;3,97;3,37;3,98;3,2;NA
"5102";5102;2,55;3,93;3,97;3,37;3,98;3,2;NA
"5103";5103;2,55;3,93;3,97;3,37;3,98;3,2;NA
"5104";5104;2,55;3,93;3,97;3,37;3,98;3,2;NA
"5105";5105;2,55;3,93;3,97;3,37;3,98;3,2;NA
"5106";5106;2,55;3,93;3,97;3,37;3,98;3,2;NA
"5107";5107;2,55;3,93;3,97;3,37;3,98;3,21;NA
"5108";5108;2,55;3,93;3,97;3,37;3,98;3,21;NA
"5109";5109;2,55;3,93;3,97;3,37;3,98;3,22;NA
"5110";5110;2,55;3,93;3,97;3,37;3,98;3,22;NA
"5111";5111;2,55;3,93;3,97;3,37;3,98;3,22;NA
"5112";5112;2,55;3,93;3,97;3,37;3,98;3,22;NA
"5113";5113;2,55;3,93;3,97;3,37;3,98;3,23;NA
"5114";5114;2,55;3,93;3,97;3,37;3,98;3,23;NA
"5115";5115;2,55;3,93;3,97;3,37;3,98;3,24;NA
"5116";5116;2,55;3,93;3,97;3,37;3,98;3,24;NA
"5117";5117;2,55;3,93;3,97;3,37;3,98;3,24;NA
"5118";5118;2,55;3,93;3,97;3,37;3,98;3,24;NA
"5119";5119;2,55;3,93;3,97;3,37;3,98;3,25;NA
"5120";5120;2,55;3,93;3,97;3,37;3,98;3,25;NA
"5121";5121;2,55;3,93;3,97;3,37;3,98;3,25;NA
"5122";5122;2,55;3,93;3,97;3,37;3,98;3,26;NA
"5123";5123;2,55;3,93;3,97;3,37;3,98;3,26;NA
"5124";5124;2,55;3,93;3,97;3,37;3,98;3,26;NA
"5125";5125;2,55;3,93;3,97;3,37;3,98;3,27;NA
"5126";5126;2,55;3,93;3,97;3,37;3,98;3,27;NA
"5127";5127;2,55;3,93;3,97;3,37;3,98;3,27;NA
"5128";5128;2,55;3,93;3,97;3,37;3,98;3,28;NA
"5129";5129;2,55;3,93;3,97;3,37;3,98;3,28;NA
"5130";5130;2,55;3,93;3,97;3,37;3,98;3,29;NA
"5131";5131;2,55;3,93;3,97;3,37;3,98;3,29;NA
"5132";5132;2,55;3,93;3,97;3,37;3,98;3,3;NA
"5133";5133;2,55;3,93;3,97;3,37;3,98;3,29;NA
"5134";5134;2,55;3,93;3,97;3,37;3,98;3,3;NA
"5135";5135;2,55;3,93;3,97;3,37;3,98;3,3;NA
"5136";5136;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5137";5137;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5138";5138;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5139";5139;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5140";5140;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5141";5141;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5142";5142;2,55;3,93;3,97;3,37;3,98;3,31;NA
"5143";5143;2,55;3,93;3,97;3,37;3,98;3,32;NA
"5144";5144;2,55;3,93;3,97;3,37;3,98;3,32;NA
"5145";5145;2,55;3,93;3,97;3,37;3,98;3,32;NA
"5146";5146;2,55;3,93;3,97;3,37;3,98;3,32;NA
"5147";5147;2,55;3,93;3,97;3,37;3,98;3,33;NA
"5148";5148;2,55;3,93;3,97;3,37;3,98;3,33;NA
"5149";5149;2,55;3,93;3,97;3,37;3,98;3,33;NA
"5150";5150;2,55;3,93;3,97;3,37;3,98;3,34;NA
"5151";5151;2,55;3,93;3,97;3,37;3,98;3,34;NA
"5152";5152;2,55;3,93;3,97;3,37;3,98;3,35;NA
